Rit;Positie;Renner;Soort
21;18;PEDERSEN Mads;v8
21;19;SWIFT Connor;v8
21;20;ARCAS Jorge;v8
21;21;BOL Cees;v8
21;22;TEUNISSEN Mike;v8
21;23;ZABEL Rick;v8
21;24;SIMON Julien;v8
21;25;EEKHOFF Nils;v8
21;26;GESBERT Élie;v8
21;27;SCHÄR Michael;v8
21;28;SBARAGLI Kristian;v8
21;29;BOIVIN Guillaume;v8
21;30;GODON Dorian;v8
21;31;POLITT Nils;v8
21;32;O'CONNOR Ben;v8
21;33;KELDERMAN Wilco;v8
21;34;VAN BAARLE Dylan;v8
21;35;MADOUAS Valentin;v8
21;36;KUSS Sepp;v8
21;37;LAPORTE Christophe;v8
21;38;HALLER Marco;v8
21;39;STUYVEN Jasper;v8
21;40;BAKELANTS Jan;v8
21;41;RICKAERT Jonas;v8
21;42;MØRKØV Michael;v8
21;43;WRIGHT Fred;v8
21;44;LUTSENKO Alexey;v8
21;45;BERNARD Julien;v8
21;46;KÜNG Stefan;v8
21;47;ERVITI Imanol;v8
21;48;MARTIN Guillaume;v8
21;49;MEINTJES Louis;v8
21;50;VAN AVERMAET Greg;v8
21;51;GILBERT Philippe;v8
21;52;VALVERDE Alejandro;v8
21;53;VAN POPPEL Boy;v8
21;54;RODRÍGUEZ Cristián;v8
21;55;WALLAYS Jelle;v8
21;56;MAS Enric;v8
21;57;ARMIRAIL Bruno;v8
21;58;DE LA PARTE Víctor;v8
21;59;SKUJIŅŠ Toms;v8
21;60;BJERG Mikkel;v8
21;61;MCNULTY Brandon;v8
21;62;GUERREIRO Ruben;v8
21;63;BISSEGGER Stefan;v8
21;64;RUTSCH Jonas;v8
21;65;LAENGEN Vegard Stake;v8
21;66;PARET-PEINTRE Aurélien;v8
21;67;CHAVES Esteban;v8
21;68;HIRSCHI Marc;v8
21;69;FORMOLO Davide;v8
21;70;MAJKA Rafał;v8
21;71;QUINTANA Nairo;v8
21;72;POGAČAR Tadej;v8
21;73;COSTA Rui;v8
21;74;LATOUR Pierre;v8
21;75;BILBAO Pello;v8
21;76;ROTA Lorenzo;v8
21;77;HOLLENSTEIN Reto;v8
21;78;CASTROVIEJO Jonathan;v8
21;79;BALLERINI Davide;v8
21;80;BENNETT Sean;v8
21;81;POWLESS Neilson;v8
21;82;GAUTIER Cyril;v8
21;83;BONNAMOUR Franck;v8
21;84;BARBERO Carlos;v8
21;85;IZAGIRRE Ion;v8
21;86;CHEVALIER Maxime;v8
21;87;MEURISSE Xandro;v8
21;88;CARAPAZ Richard;v8
21;89;GOLDSTEIN Omer;v8
21;90;FROOME Chris;v8
21;91;TEUNS Dylan;v8
21;92;URÁN Rigoberto;v8
21;93;KONRAD Patrick;v8
21;94;FERNÁNDEZ Rubén;v8
21;95;GRUZDEV Dmitriy;v8
21;96;ROLLAND Pierre;v8
21;97;VINGEGAARD Jonas;v8
21;98;HENAO Sergio;v8
21;99;NAESEN Oliver;v8
21;100;GAUDU David;v8
21;101;GEOGHEGAN HART Tao;v8
21;102;NIEUWENHUIS Joris;v8
21;103;DURBRIDGE Luke;v8
21;104;PEDERSEN Casper;v8
21;105;MOLLEMA Bauke;v8
21;106;ASGREEN Kasper;v8
21;107;THEUNS Edward;v8
21;108;POELS Wout;v8
21;109;DE GENDT Thomas;v8
21;110;PACHER Quentin;v8
21;111;MOHORIČ Matej;v8
21;112;PÉRICHON Pierre-Luc;v8
21;113;FRAILE Omar;v8
21;114;PORTE Richie;v8
21;115;THOMAS Geraint;v8
21;116;KWIATKOWSKI Michał;v8
21;117;BUCHMANN Emanuel;v8
21;118;MARTIN Dan;v8
21;119;HERRADA Jesús;v8
21;120;GESCHKE Simon;v8
21;121;COSNEFROY Benoît;v8
21;122;ZIMMERMANN Georg;v8
21;123;CATTANEO Mattia;v8
21;124;DEVENYNS Dries;v8
21;125;JUUL-JENSEN Christopher;v8
21;126;DOUBEY Fabien;v8
21;127;SWEENY Harry;v8
21;128;CLARKE Simon;v8
21;129;VERONA Carlos;v8
21;130;CABOT Jérémy;v8
21;131;VAN MOER Brent;v8
21;132;DONOVAN Mark;v8
21;133;SCHELLING Ide;v8
21;134;VAKOČ Petr;v8
21;135;ALAPHILIPPE Julian;v8
21;136;VALGREN Michael;v8
21;137;HIGUITA Sergio;v8
21;138;DECLERCQ Tim;v8
21;139;HOULE Hugo;v8
21;140;ELISSONDE Kenny;v8
21;141;TURGIS Anthony;v8
21;DNS;FUGLSANG Jakob;v8
